fetch_timestamp,city,lat,lon,temp,feels_like,humidity,pressure,wind_speed,wind_deg,wind_gust,clouds_pct,visibility,weather_main,weather_desc
2026-07-14T09:14:05.977705+00:00,Noida,28.5355,77.391,38.41,41.3,33,998,2.17,282,3.95,100,10000,Clouds,overcast clouds
2026-07-14T14:53:52.931447+00:00,Delhi,28.7041,77.1025,35.16,37.52,40,998,5.06,317,8.56,51,7143,Clouds,broken clouds
2026-07-14T14:53:52.931447+00:00,Faridabad,28.4089,77.3178,35.93,38.33,38,998,3.5,215,7.14,67,10000,Clouds,broken clouds
2026-07-14T14:53:52.931447+00:00,Ghaziabad,28.6692,77.4538,36.09,38.31,37,998,2.84,328,5.55,51,10000,Clouds,broken clouds
2026-07-14T14:53:52.931447+00:00,Gurgaon,28.4595,77.0266,37.1,39.53,35,998,4.2,284,8.13,99,10000,Clouds,overcast clouds
2026-07-14T14:53:52.931447+00:00,Noida,28.5355,77.391,36.79,38.95,35,998,2,263,5.8,50,10000,Clouds,scattered clouds
2026-07-14T15:54:01.799037+00:00,Delhi,28.7041,77.1025,34.42,36.73,42,999,2.7,360,5.45,47,10000,Clouds,scattered clouds
2026-07-14T15:54:01.799037+00:00,Faridabad,28.4089,77.3178,35.3,38.43,42,1000,2.04,280,4.64,76,10000,Clouds,broken clouds
2026-07-14T15:54:01.799037+00:00,Ghaziabad,28.6692,77.4538,33.54,36.21,46,1000,4.03,324,6.49,63,10000,Clouds,broken clouds
2026-07-14T15:54:01.799037+00:00,Gurgaon,28.4595,77.0266,35.05,37.62,41,1000,2.43,341,4.87,100,10000,Clouds,overcast clouds
2026-07-14T15:54:01.799037+00:00,Noida,28.5355,77.391,35.68,38.51,40,1000,3.26,312,5.27,63,10000,Clouds,broken clouds
2026-07-14T16:54:13.429602+00:00,Delhi,28.7041,77.1025,35.06,37.33,40,999,1.34,58,2.26,52,10000,Clouds,broken clouds
2026-07-14T16:54:13.429602+00:00,Faridabad,28.4089,77.3178,34.86,37.88,43,1000,0.99,252,2.05,82,10000,Clouds,broken clouds
2026-07-14T16:54:13.429602+00:00,Ghaziabad,28.6692,77.4538,33.7,36.23,45,999,2.24,268,3.45,70,10000,Clouds,broken clouds
2026-07-14T16:54:13.429602+00:00,Gurgaon,28.4595,77.0266,35.23,37.65,40,999,1.06,67,1.23,96,10000,Clouds,overcast clouds
2026-07-14T16:54:13.429602+00:00,Noida,28.5355,77.391,35.16,37.83,41,999,1.71,282,2.49,71,10000,Clouds,broken clouds
2026-07-17T05:36:06.198871+00:00,Delhi,28.7041,77.1025,37.41,39.76,34,1002,6.31,267,6.25,82,10000,Clouds,broken clouds
2026-07-17T05:36:06.198871+00:00,Faridabad,28.4089,77.3178,37.52,39.97,34,1002,6.01,304,5.05,87,10000,Clouds,overcast clouds
2026-07-17T05:36:06.198871+00:00,Ghaziabad,28.6692,77.4538,38.74,41.54,32,1001,5.33,286,4.85,76,10000,Clouds,broken clouds
2026-07-17T05:36:06.198871+00:00,Gurgaon,28.4595,77.0266,37.33,39.97,35,1002,6.1,310,5.04,71,10000,Clouds,broken clouds
2026-07-17T05:36:06.198871+00:00,Noida,28.5355,77.391,37.81,40.53,34,1001,5.72,289,5.01,100,10000,Clouds,overcast clouds
2026-07-17T06:36:17.899265+00:00,Delhi,28.7041,77.1025,37.58,40.46,35,1001,4.36,260,5.81,77,10000,Clouds,broken clouds
2026-07-17T06:36:17.899265+00:00,Faridabad,28.4089,77.3178,37.14,39.97,36,1001,4.89,316,5.21,88,10000,Clouds,overcast clouds
2026-07-17T06:36:17.899265+00:00,Ghaziabad,28.6692,77.4538,39.14,42.32,32,1001,5.74,283,5.42,58,10000,Clouds,broken clouds
2026-07-17T06:36:17.899265+00:00,Gurgaon,28.4595,77.0266,36.45,38.99,37,1002,4.15,334,5.51,100,10000,Rain,light rain
2026-07-17T06:36:17.899265+00:00,Noida,28.5355,77.391,38.29,41.07,33,1001,4.94,288,4.75,47,10000,Clouds,scattered clouds
2026-07-18T05:51:22.541669+00:00,Delhi,28.7041,77.1025,39.74,42.21,29,1000,5,275,5.4,76,10000,Clouds,broken clouds
2026-07-18T05:51:22.541669+00:00,Faridabad,28.4089,77.3178,38.58,41.23,32,1001,5.14,293,5.43,82,10000,Clouds,broken clouds
2026-07-18T05:51:22.541669+00:00,Ghaziabad,28.6692,77.4538,38.85,41.35,31,1000,4.3,277,4.78,83,10000,Clouds,broken clouds
2026-07-18T05:51:22.541669+00:00,Gurgaon,28.4595,77.0266,39.4,41.99,30,1000,5.6,293,5.47,88,10000,Clouds,overcast clouds
2026-07-18T05:51:22.541669+00:00,Noida,28.5355,77.391,38.87,41.39,31,1000,4.3,293,4.66,84,10000,Clouds,broken clouds
2026-07-21T15:23:17.244813+00:00,Delhi,28.7041,77.1025,30.51,35.78,68,1000,4.14,101,7.38,100,10000,Clouds,overcast clouds
2026-07-21T15:23:17.244813+00:00,Faridabad,28.4089,77.3178,29.38,34.65,75,1001,3.29,100,6.93,100,10000,Clouds,overcast clouds
2026-07-21T15:23:17.244813+00:00,Ghaziabad,28.6692,77.4538,28.67,33.64,79,1001,3.18,99,8.58,100,10000,Clouds,overcast clouds
2026-07-21T15:23:17.244813+00:00,Gurgaon,28.4595,77.0266,29.6,34.76,73,1001,4,103,6.66,100,5962,Clouds,overcast clouds
2026-07-21T15:23:17.244813+00:00,Noida,28.5355,77.391,29.43,34.78,75,1001,3.28,103,7.58,100,10000,Clouds,overcast clouds
2026-07-21T15:46:44.489887+00:00,Delhi,28.7041,77.1025,30.58,35.95,68,1001,4.16,110,7.68,100,10000,Clouds,overcast clouds
2026-07-21T15:46:44.489887+00:00,Faridabad,28.4089,77.3178,28.8,33.79,78,1001,3.59,112,7.71,100,5731,Clouds,overcast clouds
2026-07-21T15:46:44.489887+00:00,Ghaziabad,28.6692,77.4538,28.44,33.23,80,1001,3.81,104,9.35,100,10000,Clouds,overcast clouds
2026-07-21T15:46:44.489887+00:00,Gurgaon,28.4595,77.0266,29.72,34.82,72,1001,3.93,112,6.96,100,10000,Clouds,overcast clouds
2026-07-21T15:46:44.489887+00:00,Noida,28.5355,77.391,28.81,33.81,78,1001,3.64,110,8.44,100,3218,Clouds,overcast clouds
2026-07-21T16:52:59.802231+00:00,Delhi,28.7041,77.1025,29.72,34.59,71,1001,4.72,111,8.5,100,7645,Clouds,overcast clouds
2026-07-21T16:52:59.802231+00:00,Faridabad,28.4089,77.3178,28.79,33.56,77,1001,3.95,110,8.16,100,10000,Clouds,overcast clouds
2026-07-21T16:52:59.802231+00:00,Ghaziabad,28.6692,77.4538,28.25,32.73,80,1002,4.34,104,9.98,100,10000,Clouds,overcast clouds
2026-07-21T16:52:59.802231+00:00,Gurgaon,28.4595,77.0266,29.52,34.56,73,1001,4.25,114,7.7,100,10000,Clouds,overcast clouds
2026-07-21T16:52:59.802231+00:00,Noida,28.5355,77.391,28.76,33.68,78,1002,4.18,108,8.98,100,10000,Clouds,overcast clouds
2026-07-21T17:53:59.418246+00:00,Delhi,28.7041,77.1025,29.82,34.84,71,1001,4.3,112,8.05,100,10000,Clouds,overcast clouds
2026-07-21T17:53:59.418246+00:00,Faridabad,28.4089,77.3178,28.51,33.23,79,1001,3.28,128,6.67,100,10000,Clouds,overcast clouds
2026-07-21T17:53:59.418246+00:00,Ghaziabad,28.6692,77.4538,27.92,32.2,82,1001,3.12,116,7.95,100,10000,Clouds,overcast clouds
2026-07-21T17:53:59.418246+00:00,Gurgaon,28.4595,77.0266,29.34,34.11,73,1001,3.96,114,7.01,100,10000,Clouds,overcast clouds
2026-07-21T17:53:59.418246+00:00,Noida,28.5355,77.391,28.44,33.05,79,1001,3.75,106,8.43,100,10000,Clouds,overcast clouds
2026-07-21T18:56:31.934553+00:00,Delhi,28.7041,77.1025,29.84,34.19,68,1001,4.04,130,6.81,99,10000,Clouds,overcast clouds
2026-07-21T18:56:31.934553+00:00,Faridabad,28.4089,77.3178,28.48,32.79,77,1001,3.11,125,6.68,100,10000,Clouds,overcast clouds
2026-07-21T18:56:31.934553+00:00,Ghaziabad,28.6692,77.4538,27.73,31.57,81,1001,2.76,116,7.33,100,10000,Clouds,overcast clouds
2026-07-21T18:56:31.934553+00:00,Gurgaon,28.4595,77.0266,28.87,33.38,75,1001,3.28,130,5.85,100,10000,Clouds,overcast clouds
2026-07-21T18:56:31.934553+00:00,Noida,28.5355,77.391,28.54,32.94,77,1001,3.08,124,7.07,99,10000,Clouds,overcast clouds
2026-08-17T16:02:35.246589+00:00,Delhi,28.7041,77.1025,32.06,39.06,66,1002,3.09,250,,65,10000,Clouds,broken clouds
2026-08-17T16:02:35.246589+00:00,Faridabad,28.4089,77.3178,32.06,39.06,71,1002,6.19,75,6.62,71,10000,Rain,light rain
2026-08-17T16:02:35.246589+00:00,Ghaziabad,28.6692,77.4538,31.99,38.99,78,1002,5.06,145,6.96,95,10000,Rain,moderate rain
2026-08-17T16:02:35.246589+00:00,Gurgaon,28.4595,77.0266,32.02,39.02,66,1002,3.09,250,,32,10000,Clouds,scattered clouds
2026-08-17T17:25:18.628189+00:00,Delhi,28.7041,77.1025,31.06,37.76,70,1003,2.57,240,,62,10000,Clouds,broken clouds
2026-08-17T17:25:18.628189+00:00,Faridabad,28.4089,77.3178,31.06,38.06,73,1003,4,114,6.93,67,10000,Rain,light rain
2026-08-17T17:25:18.628189+00:00,Ghaziabad,28.6692,77.4538,30.99,37.99,73,1002,4.27,157,7.61,99,10000,Rain,light rain
2026-08-17T17:25:18.628189+00:00,Gurgaon,28.4595,77.0266,31.01,37.63,70,1003,2.57,240,,27,10000,Clouds,scattered clouds
2026-08-17T17:25:18.628189+00:00,Noida,28.5355,77.391,31.1,38.1,74,1003,2.57,220,,95,10000,Rain,light rain
2026-08-17T18:25:37.142407+00:00,Delhi,28.7041,77.1025,31.06,37.76,70,1002,3.6,240,,82,10000,Clouds,broken clouds
2026-08-17T18:25:37.142407+00:00,Faridabad,28.4089,77.3178,31.06,38.06,72,1002,2.44,159,3.81,79,10000,Clouds,broken clouds
2026-08-17T18:25:37.142407+00:00,Ghaziabad,28.6692,77.4538,30.99,37.99,72,1002,1.93,162,2.68,87,10000,Clouds,overcast clouds
2026-08-17T18:25:37.142407+00:00,Gurgaon,28.4595,77.0266,31.02,37.65,70,1002,3.6,240,,60,10000,Clouds,broken clouds
2026-08-17T18:25:37.142407+00:00,Noida,28.5355,77.391,31.1,38.1,74,1002,2.57,230,,85,10000,Clouds,overcast clouds
2026-08-17T19:25:48.039984+00:00,Delhi,28.7041,77.1025,30.06,36.2,74,1003,4.63,230,,0,10000,Clear,clear sky
2026-08-17T19:25:48.039984+00:00,Faridabad,28.4089,77.3178,31.06,38.06,71,1003,2.45,164,3.84,33,10000,Clouds,scattered clouds
2026-08-17T19:25:48.039984+00:00,Ghaziabad,28.6692,77.4538,30.99,37.88,71,1003,2.21,174,3.39,28,10000,Clouds,scattered clouds
2026-08-17T19:25:48.039984+00:00,Gurgaon,28.4595,77.0266,30.02,36.09,74,1003,4.63,230,,3,10000,Clear,clear sky
2026-08-17T19:25:48.039984+00:00,Noida,28.5355,77.391,31.1,37.87,70,1003,3.09,230,,36,10000,Clouds,scattered clouds
2026-08-21T10:50:01.629777+00:00,Delhi,28.7041,77.1025,34.06,40.33,55,1000,4.63,310,,79,10000,Clouds,broken clouds
2026-08-21T10:50:01.629777+00:00,Faridabad,28.4089,77.3178,36.06,42.84,49,1000,2.03,349,3.72,100,10000,Clouds,overcast clouds
2026-08-21T10:50:01.629777+00:00,Ghaziabad,28.6692,77.4538,35.99,42.99,52,1000,2.34,32,3.68,83,10000,Clouds,broken clouds
2026-08-21T10:50:01.629777+00:00,Gurgaon,28.4595,77.0266,34.02,40.23,55,1000,4.63,310,,92,10000,Clouds,overcast clouds
2026-08-21T10:50:01.629777+00:00,Noida,28.5355,77.391,36.1,43.1,52,1000,2.57,260,,96,10000,Clouds,overcast clouds
2026-08-21T11:50:11.363480+00:00,Delhi,28.7041,77.1025,34.06,40.33,55,1000,4.63,300,,77,10000,Clouds,broken clouds
2026-08-21T11:50:11.363480+00:00,Faridabad,28.4089,77.3178,35.06,42.06,56,1000,2.5,59,3.25,100,10000,Rain,light rain
2026-08-21T11:50:11.363480+00:00,Ghaziabad,28.6692,77.4538,34.99,41.99,57,1000,0.65,56,1.97,97,10000,Rain,light rain
2026-08-21T11:50:11.363480+00:00,Gurgaon,28.4595,77.0266,34.02,40.23,55,1000,4.63,300,,94,10000,Clouds,overcast clouds
2026-08-21T11:50:11.363480+00:00,Noida,28.5355,77.391,35.1,42.1,55,1000,2.57,250,,97,10000,Clouds,overcast clouds
2026-08-21T12:08:07.094811+00:00,Delhi,28.7041,77.1025,34.06,40.33,55,1000,4.63,300,,77,10000,Clouds,broken clouds
2026-08-21T12:08:07.094811+00:00,Faridabad,28.4089,77.3178,35.06,42.06,56,1000,2.5,59,3.25,100,10000,Rain,light rain
2026-08-21T12:08:07.094811+00:00,Ghaziabad,28.6692,77.4538,34.99,41.99,57,1000,0.65,56,1.97,97,10000,Rain,light rain
2026-08-21T12:08:07.094811+00:00,Gurgaon,28.4595,77.0266,34.02,40.23,55,1000,4.63,300,,92,10000,Clouds,overcast clouds
2026-08-21T12:08:07.094811+00:00,Noida,28.5355,77.391,35.1,42.1,55,1000,2.06,260,,100,10000,Rain,light rain
2026-08-21T16:40:24.682471+00:00,Delhi,28.7041,77.1025,32.06,39.06,70,1001,2.06,330,,88,10000,Clouds,overcast clouds
2026-08-21T16:40:24.682471+00:00,Faridabad,28.4089,77.3178,32.06,39.06,69,1002,1.8,164,2.11,35,10000,Clouds,scattered clouds
2026-08-21T16:40:24.682471+00:00,Ghaziabad,28.6692,77.4538,31.99,38.99,70,1001,1.95,146,2.69,64,10000,Clouds,broken clouds
2026-08-21T16:40:24.682471+00:00,Gurgaon,28.4595,77.0266,32.01,39.01,70,1002,2.06,330,,66,10000,Clouds,broken clouds
2026-08-21T16:40:24.682471+00:00,Noida,28.5355,77.391,32.1,39.1,74,1002,0.51,0,,48,10000,Clouds,scattered clouds
2026-08-21T17:40:51.622614+00:00,Delhi,28.7041,77.1025,32.06,39.06,70,1001,1.03,0,,75,10000,Clouds,broken clouds
2026-08-21T17:40:51.622614+00:00,Faridabad,28.4089,77.3178,31.06,38.06,71,1002,2.07,169,2.73,31,10000,Clouds,scattered clouds
2026-08-21T17:40:51.622614+00:00,Ghaziabad,28.6692,77.4538,30.99,37.99,72,1001,2.01,148,2.71,57,10000,Clouds,broken clouds
2026-08-21T17:40:51.622614+00:00,Gurgaon,28.4595,77.0266,32.01,39.01,70,1002,1.03,0,,61,10000,Clouds,broken clouds
2026-08-21T17:40:51.622614+00:00,Noida,28.5355,77.391,31.1,38.1,79,1002,0.51,0,,42,10000,Clouds,scattered clouds
2026-08-22T07:06:40.691270+00:00,Delhi,28.7041,77.1025,33.06,38.96,58,1004,4.12,280,,14,10000,Rain,light rain
2026-08-22T07:06:40.691270+00:00,Faridabad,28.4089,77.3178,33.06,36.12,49,1002,2.18,1,3.28,64,10000,Rain,light rain
2026-08-22T07:06:40.691270+00:00,Ghaziabad,28.6692,77.4538,32.99,37.47,54,1003,3.15,11,4.55,12,10000,Clouds,few clouds
2026-08-22T07:06:40.691270+00:00,Gurgaon,28.4595,77.0266,33.01,38.84,58,1003,4.12,280,,95,10000,Rain,light rain
2026-08-22T07:06:40.691270+00:00,Noida,28.5355,77.391,33.1,39.06,58,1002,2.06,250,,46,10000,Rain,light rain
2026-08-22T10:06:55.925750+00:00,Delhi,28.7041,77.1025,34.06,40.33,55,1001,5.14,270,,78,10000,Rain,moderate rain
2026-08-22T10:06:55.925750+00:00,Faridabad,28.4089,77.3178,35.06,42.06,55,1001,6.15,358,7.37,86,10000,Clouds,overcast clouds
2026-08-22T10:06:55.925750+00:00,Ghaziabad,28.6692,77.4538,34.99,41.99,62,1002,5.9,290,8.38,36,8984,Rain,moderate rain
2026-08-22T10:06:55.925750+00:00,Gurgaon,28.4595,77.0266,34.02,40.23,55,1001,5.14,270,,73,10000,Clouds,broken clouds
2026-08-22T10:06:55.925750+00:00,Noida,28.5355,77.391,35.1,42.1,55,1001,2.57,230,,81,10000,Rain,moderate rain
2026-08-22T11:26:20.426928+00:00,Delhi,28.7041,77.1025,34.06,40.33,55,1000,4.12,260,,72,10000,Rain,light rain
2026-08-22T11:26:20.426928+00:00,Faridabad,28.4089,77.3178,35.06,42.06,57,1000,6.34,39,7.46,84,10000,Rain,light rain
2026-08-22T11:26:20.426928+00:00,Ghaziabad,28.6692,77.4538,34.99,41.99,60,1000,2.2,161,6.77,52,10000,Rain,moderate rain
2026-08-22T11:26:20.426928+00:00,Gurgaon,28.4595,77.0266,34.02,40.23,55,1000,4.12,260,,76,10000,Rain,light rain
2026-08-22T11:26:20.426928+00:00,Noida,28.5355,77.391,35.1,42.1,63,1000,1.03,0,,87,10000,Rain,moderate rain
2026-08-22T12:26:26.834324+00:00,Delhi,28.7041,77.1025,34.06,40.33,55,1001,2.57,300,,55,10000,Clouds,broken clouds
2026-08-22T12:26:26.834324+00:00,Faridabad,28.4089,77.3178,33.06,40.04,61,1001,2.77,83,2.84,69,10000,Rain,light rain
2026-08-22T12:26:26.834324+00:00,Ghaziabad,28.6692,77.4538,32.99,39.85,61,1000,2.02,146,1.92,57,10000,Rain,light rain
2026-08-22T12:26:26.834324+00:00,Gurgaon,28.4595,77.0266,34.02,40.23,55,1000,2.57,300,,73,10000,Clouds,broken clouds
2026-08-22T12:26:26.834324+00:00,Noida,28.5355,77.391,33.1,40.1,66,1000,1.03,0,,77,10000,Rain,light rain
2026-08-22T12:37:18.586748+00:00,Delhi,28.7041,77.1025,34.06,40.33,55,1000,2.57,300,,82,10000,Rain,light rain
2026-08-22T12:37:18.586748+00:00,Faridabad,28.4089,77.3178,33.06,40.04,61,1001,2.77,83,2.84,69,10000,Rain,light rain
2026-08-22T12:37:18.586748+00:00,Ghaziabad,28.6692,77.4538,32.99,38.79,58,1000,0.89,232,1.36,46,10000,Clouds,scattered clouds
2026-08-22T12:37:18.586748+00:00,Gurgaon,28.4595,77.0266,34.02,40.23,55,1001,2.57,300,,73,10000,Clouds,broken clouds
2026-08-22T12:37:18.586748+00:00,Noida,28.5355,77.391,33.1,40.1,66,1000,1.03,0,,62,10000,Clouds,broken clouds
2026-08-22T18:49:12.505946+00:00,Delhi,28.7041,77.1025,30.06,37.06,84,1003,3.09,140,,47,10000,Clouds,scattered clouds
2026-08-22T18:49:12.505946+00:00,Faridabad,28.4089,77.3178,31.06,38.06,74,1003,1.54,206,1.72,29,10000,Rain,light rain
2026-08-22T18:49:12.505946+00:00,Ghaziabad,28.6692,77.4538,30.99,37.99,76,1003,2.12,137,2.82,52,10000,Rain,light rain
2026-08-22T18:49:12.505946+00:00,Gurgaon,28.4595,77.0266,30.02,37.02,84,1003,3.09,140,,75,10000,Clouds,broken clouds
2026-08-22T18:49:12.505946+00:00,Noida,28.5355,77.391,31.1,38.1,79,1003,2.06,110,,40,10000,Rain,light rain
2026-08-22T19:06:19.102450+00:00,Delhi,28.7041,77.1025,30.06,37.06,84,1004,3.09,140,,47,10000,Clouds,scattered clouds
2026-08-22T19:06:19.102450+00:00,Faridabad,28.4089,77.3178,31.06,38.06,78,1003,1.54,206,1.72,29,10000,Rain,light rain
2026-08-22T19:06:19.102450+00:00,Ghaziabad,28.6692,77.4538,30.99,37.99,76,1003,2.12,137,2.82,52,10000,Rain,light rain
2026-08-22T19:06:19.102450+00:00,Gurgaon,28.4595,77.0266,30.02,37.02,84,1004,3.09,140,,75,10000,Clouds,broken clouds
2026-08-22T19:06:19.102450+00:00,Noida,28.5355,77.391,31.1,38.1,79,1003,2.06,110,,40,10000,Rain,light rain
2026-08-22T20:07:52.926812+00:00,Delhi,28.7041,77.1025,29.06,36.06,89,1003,2.57,140,,26,10000,Clouds,scattered clouds
2026-08-22T20:07:52.926812+00:00,Faridabad,28.4089,77.3178,29.15,34.94,79,1003,1.22,215,1.64,19,10000,Clouds,few clouds
2026-08-22T20:07:52.926812+00:00,Ghaziabad,28.6692,77.4538,29.99,36.99,81,1003,1.7,128,2.14,29,10000,Clouds,scattered clouds
2026-08-22T20:07:52.926812+00:00,Gurgaon,28.4595,77.0266,30.01,37.01,84,1003,2.57,140,,38,10000,Clouds,scattered clouds
2026-08-22T20:07:52.926812+00:00,Noida,28.5355,77.391,30.1,37.1,84,1002,1.54,90,,25,10000,Clouds,scattered clouds
2026-08-22T21:20:35.837809+00:00,Delhi,28.7041,77.1025,29.06,36.06,89,1003,2.57,150,,17,10000,Clouds,few clouds
2026-08-22T21:20:35.837809+00:00,Faridabad,28.4089,77.3178,30.06,37.06,83,1003,1.41,205,1.61,15,10000,Rain,light rain
2026-08-22T21:20:35.837809+00:00,Ghaziabad,28.6692,77.4538,29.99,36.99,83,1003,1.55,140,1.68,22,10000,Rain,light rain
2026-08-22T21:20:35.837809+00:00,Gurgaon,28.4595,77.0266,29.01,36.01,89,1003,2.57,150,,26,10000,Clouds,scattered clouds
2026-08-22T21:20:35.837809+00:00,Noida,28.5355,77.391,30.1,37.1,84,1003,1.54,90,,20,10000,Rain,light rain
2026-08-22T22:13:34.281160+00:00,Delhi,28.7041,77.1025,29.06,36.06,89,1003,3.09,160,,13,10000,Clouds,few clouds
2026-08-22T22:13:34.281160+00:00,Faridabad,28.4089,77.3178,29.15,35.62,82,1003,1.62,219,1.96,13,10000,Clouds,few clouds
2026-08-22T22:13:34.281160+00:00,Ghaziabad,28.6692,77.4538,29.99,36.99,83,1002,1.29,164,1.58,18,10000,Clouds,few clouds
2026-08-22T22:13:34.281160+00:00,Gurgaon,28.4595,77.0266,29.01,35.67,84,1003,2.57,210,,19,10000,Clouds,few clouds
2026-08-22T22:13:34.281160+00:00,Noida,28.5355,77.391,30.1,37.1,84,1003,1.54,90,,16,10000,Clouds,few clouds
2026-08-23T07:26:57.502220+00:00,Delhi,28.7041,77.1025,29.06,34.69,79,1005,4.63,290,,5,10000,Clear,clear sky
2026-08-23T07:26:57.502220+00:00,Faridabad,28.4089,77.3178,28.06,30.26,66,1005,2.03,285,3.01,33,10000,Clouds,scattered clouds
2026-08-23T07:26:57.502220+00:00,Ghaziabad,28.6692,77.4538,27.99,29.78,63,1005,2.08,6,3.35,9,10000,Clear,clear sky
2026-08-23T07:26:57.502220+00:00,Gurgaon,28.4595,77.0266,29.02,34.58,79,1005,4.63,290,,8,10000,Clear,clear sky
2026-08-23T07:26:57.502220+00:00,Noida,28.5355,77.391,28.1,33.88,89,1005,3.09,230,,32,10000,Clouds,scattered clouds
2026-08-23T08:48:39.697890+00:00,Delhi,28.7041,77.1025,31.06,37.76,70,1002,3.6,290,,39,10000,Clouds,scattered clouds
2026-08-23T08:48:39.697890+00:00,Faridabad,28.4089,77.3178,30.06,32.36,57,1002,1.31,356,3.23,71,10000,Clouds,broken clouds
2026-08-23T08:48:39.697890+00:00,Ghaziabad,28.6692,77.4538,29.99,32.62,59,1002,2.84,25,3.51,36,10000,Clouds,scattered clouds
2026-08-23T08:48:39.697890+00:00,Gurgaon,28.4595,77.0266,31.01,37.63,70,1002,3.6,290,,57,10000,Clouds,broken clouds
2026-08-23T08:48:39.697890+00:00,Noida,28.5355,77.391,30.1,37.1,79,1002,3.09,240,,74,10000,Rain,light rain
2026-08-23T09:48:49.028019+00:00,Delhi,28.7041,77.1025,33.06,40.06,62,1001,4.12,280,,55,10000,Clouds,broken clouds
2026-08-23T09:48:49.028019+00:00,Faridabad,28.4089,77.3178,32.06,36.91,59,1002,3.86,86,3.36,79,10000,Clouds,broken clouds
2026-08-23T09:48:49.028019+00:00,Ghaziabad,28.6692,77.4538,30.99,34.34,58,1001,1.96,68,2.87,41,10000,Clouds,scattered clouds
2026-08-23T09:48:49.028019+00:00,Gurgaon,28.4595,77.0266,32,39,66,1002,4.12,280,,68,10000,Clouds,broken clouds
2026-08-23T09:48:49.028019+00:00,Noida,28.5355,77.391,31.1,38.1,74,1002,3.09,250,,82,10000,Clouds,broken clouds
2026-08-23T10:49:20.074713+00:00,Delhi,28.7041,77.1025,33.06,40.06,66,1001,3.6,290,,52,10000,Clouds,broken clouds
2026-08-23T10:49:20.074713+00:00,Faridabad,28.4089,77.3178,34.06,41.06,61,1001,5.13,105,5.81,83,10000,Clouds,broken clouds
2026-08-23T10:49:20.074713+00:00,Ghaziabad,28.6692,77.4538,33.99,40.16,55,1001,2.22,99,3.25,45,10000,Clouds,scattered clouds
2026-08-23T10:49:20.074713+00:00,Gurgaon,28.4595,77.0266,33,40,66,1001,3.6,290,,73,10000,Clouds,broken clouds
